,Source,URL,Sents_Leicht,Sents_Standard,sents_leicht,sents_standard
475,LS_einfachstars_gpt7,/blog/16317-fuerstin-charl-nes-letzter-oeffentlicher-auftritt-vor-der-zwillings-geburt.html,,,"Ein Fürst ist ein Adliger. So ähnlich wie ein König.Das ist der volle Name von Albert von Monaco: Albert II. Grimaldi, par la Grâce de Dieu Prince de Monaco, Duc de Valentinois, Marquis des Baux, Comte de Carladès, Baron du Buis, Seigneur de Saint-Rémy, Sire de Matignon, Comte de Torigni, Baron de Saint-Lô, de la Luthumière et de Hambye, Duc d’Estouteville, de Mazarin et de Mayenne, Prince de Château-Porcien, Comte de Ferrette, de Belfort, de Thann et de Rosemont, Baron d’Altkirch, Seigneur d’Isenheim, Marquis de Chilly, Comte de Longjumeau, Baron de Massy, Marquis de Guiscard.Wenn man mit ihm redet, wird er Monseigneur genannt.","Albert II of Monaco is the current Prince of Monaco, and he is also known as Monseigneur."
476,LS_einfachstars_gpt7,/blog/16317-fuerstin-charl-nes-letzter-oeffentlicher-auftritt-vor-der-zwillings-geburt.html,,,Das heißt übersetzt: Mein Herr.Albert von Monaco ist der Sohn von Fürst Rainier von Monaco und seiner Frau Fürstin Gracia Patricia. Er hat 2 Schwestern. Sei heißen Caroline und Stéphanie.Albert von Monaco ist seit 2005 Fürst von Monaco. Vor ihm war sein Vater Fürst Rainier der Fürst.,"He is the son of Prince Rainier and Princess Grace of Monaco, and has two sisters, Caroline and Stephanie."
477,LS_einfachstars_gpt7,/blog/16317-fuerstin-charl-nes-letzter-oeffentlicher-auftritt-vor-der-zwillings-geburt.html,,,Er ist der Chef der Familie Grimaldi.Nach der Schule hat Albert von Monaco in den USA Politik studiert.Albert von Monaco ist verheiratet. Seine Frau heißt Charlène von Monaco . Sie haben im Jahr 2011 geheiratet.,Albert became Prince in 2005 and is married to Charlene.
478,LS_einfachstars_gpt7,/blog/16317-fuerstin-charl-nes-letzter-oeffentlicher-auftritt-vor-der-zwillings-geburt.html,,,Zusammen haben die beiden 2 Kinder. Es sind Zwillinge. Ein Junge und ein Mädchen. Sie heißen Gabriella und Jacques vom Monaco.Fürst Albert hat noch 2 Kinder.,"They have two children together, twins named Gabriella and Jacques."
479,LS_einfachstars_gpt7,/blog/16317-fuerstin-charl-nes-letzter-oeffentlicher-auftritt-vor-der-zwillings-geburt.html,,,"Sie heißen Jazmin Grace Grimaldi und Eric Alexandre Coste. Die beiden können in Zukunft nicht Fürst oder Fürstin von Monaco werden. Prinz Albert war mit den Müttern der Kinder nicht verheiratet. Im Gesetz steht: Die Kinder vom Fürsten dürfen nur Fürst oder Fürstin werden, wenn ihre Eltern verheiratet sind.Fürst Albert ist sehr sportlich.","Albert also has two children from previous relationships, Jazmin Grace Grimaldi and Eric Alexandre Coste, who cannot inherit the throne because their parents were not married."
480,LS_einfachstars_gpt7,/blog/16317-fuerstin-charl-nes-letzter-oeffentlicher-auftritt-vor-der-zwillings-geburt.html,,,"Er hat mehr-mals bei den Olympischen Spielen mit-gemacht. Er fährt Bob, spielt Fuß-Ball und läuft. [ Ein Bob ist ein schneller Schlitten. ] Im Jahr 2006 ist Albert von Monaco an den Nord-Pol gereist.","Albert is known for being sporty and has competed in several Olympic Games, in bobsleigh, football, and running."
481,LS_einfachstars_gpt7,/blog/16317-fuerstin-charl-nes-letzter-oeffentlicher-auftritt-vor-der-zwillings-geburt.html,,,Sein Ur-Ur-Groß-Vater Fürst Albert der Erste hatte die Reise 100 Jahre vorher auch gemacht. Viele Zeitungen haben darüber geschrieben. Es wurden Fotos gemacht. Fürst Albert wollte so zeigen: Das Klima auf der Erde verändert sich.,"He is also passionate about environmental issues, having made a trip to the North Pole to highlight climate change."
482,LS_einfachstars_gpt7,/blog/16317-fuerstin-charl-nes-letzter-oeffentlicher-auftritt-vor-der-zwillings-geburt.html,,,Die Menschen müssen mehr für den Umwelt-Schutz machen. Das Eis am Nord-Pol schmilzt.Fürst Albert findet auch Tier-Schutz wichtig. Er findet: Es werden zu viele Fische in den Meeren gefangen.,"He is an advocate for animal rights, particularly for protecting marine life."
483,LS_einfachstars_gpt7,/blog/16317-fuerstin-charl-nes-letzter-oeffentlicher-auftritt-vor-der-zwillings-geburt.html,,,"Und er findet: Wale, Haie und Robben sollen nicht mehr gejagt werden.Albert von Monaco spricht 3 Fremd-Sprachen: Englisch, Französisch und Deutsch.Charlène von MonacoSie ist die Fürstin von Monaco.","Albert speaks English, French, and German fluently."
484,LS_einfachstars_gpt7,/blog/16317-fuerstin-charl-nes-letzter-oeffentlicher-auftritt-vor-der-zwillings-geburt.html,,,Sie ist die Ehe-Frau von Fürst Albert dem Zweiten von Monaco .Bei ihrer Geburt war Charlène von Monaco noch keine Fürstin. Sie hieß damals Charlène Wittstock.Charlène von Monaco wurde in Simbabwe geboren.,"Charlene, formerly known as Charlene Wittstock, was born in Zimbabwe and has two siblings."
485,LS_einfachstars_gpt7,/blog/16317-fuerstin-charl-nes-letzter-oeffentlicher-auftritt-vor-der-zwillings-geburt.html,,,[ Simbabwe ist ein Land im Süden von Afrika. ] Sie hat 2 Geschwister.Vor ihrer Hochzeit war Charlène von Monaco Profi-Schwimmerin. Sie hat Rücken-Schwimmen und Frei-Stil geschwommen. Sie hat viele Preise gewonnen.,"Before marrying Albert, she was a professional swimmer, specializing in backstroke and freestyle."
486,LS_einfachstars_gpt7,/blog/16317-fuerstin-charl-nes-letzter-oeffentlicher-auftritt-vor-der-zwillings-geburt.html,,,Sie hat bei dem Olympischen Spielen mit-gemacht.Im Jahr 2007 musste Charlène mit dem Schwimmen aufhören. Sie hatte Probleme mit ihrer Gesundheit.,"However, she had to retire due to shoulder injuries in 2007."
487,LS_einfachstars_gpt7,/blog/16317-fuerstin-charl-nes-letzter-oeffentlicher-auftritt-vor-der-zwillings-geburt.html,,,Sie hatte eine Verletzung an der Schulter.Im Jahr 2000 hat Charlène Fürst Albert von Monaco kennen-gelernt. Im Jahr 2007 ist sie nach Monaco umgezogen. Im Jahr 2011 haben Albert und Charlène von Monaco geheiratet.Seit der Hochzeit arbeitet Charlène von Monaco nur noch als Fürstin. Das heißt: Die geht mit ihrem Mann Fürst Albert zu vielen Terminen.,"Since marrying Albert, Charlene primarily works as the Princess of Monaco, accompanying him to various events and receiving guests in Monaco."
488,LS_einfachstars_gpt7,/blog/16317-fuerstin-charl-nes-letzter-oeffentlicher-auftritt-vor-der-zwillings-geburt.html,,,Sie besuchen viele Veranstaltungen. Sie reisen in viele Länder. Und sie empfangen Gäste in Monaco.Im Jahr 2014 haben Albert Charlène von Monaco Zwillinge bekommen. Einen Jungen und ein Mädchen.,"She is still active in sports, enjoying activities like surfing and mountaineering."
489,LS_einfachstars_gpt7,/blog/16317-fuerstin-charl-nes-letzter-oeffentlicher-auftritt-vor-der-zwillings-geburt.html,,,Die Kinder heißen Gabriella und Jacques vom Monaco.Charlène von Monaco ist immer noch sehr sportlich. Sie geht Surfen und Berg-Steigen.Charlène von Monaco isst kein Fleisch. Sie ist Vegetarierin. Sie interessiert sich für Bücher aus Süd-Afrika und für Moderne Kunst.,Charlene is a vegetarian and has an interest in South African literature and contemporary art.
490,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Der Fußball-Spieler Mesut Özil und die Sängerin Mandy Capristo haben sich getrennt. Das hat ihr Manager gestern bekannt-gegeben.,"Der Fußballspieler Mesut Özil und die Sängerin Mandy Capristo haben sich getrennt, wie ihr Manager gestern bekannt gab."
491,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,"In dem Schreiben stand auch: ""Zu diesem privaten Thema wird es keine weiteren Statements oder Interviews gegeben.""","In dem Statement hieß es, dass es zu diesem privaten Thema keine weiteren Aussagen oder Interviews geben wird."
492,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Das heißt: Mesut Özil und Mandy Capristo werden darüber nicht mit den Zeitungen sprechen.,
493,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Viele Fans diskutieren über die Trennung im Internet. Zum Beispiel auf den Facebook-Seiten von Mesut Özil und Mandy Capristo.,"Viele Fans diskutieren darüber im Internet, zum Beispiel auf den Facebook-Seiten von Mesut Özil und Mandy Capristo."
494,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Sie haben eine klare Meinung dazu. Die Fans glauben: Mesut Özil ist Schuld an der Trennung.,"Die Meinungen der Fans sind klar: Sie glauben, dass Mesut Özil schuld an der Trennung ist."
495,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Mandy Capristo bekommt auf ihrer Internet-Seite Trost.,Mandy Capristo bekommt auf ihrer Internetseite Unterstützung und Trost von ihren Fans.
496,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,"Ein Fan schreibt ihr: ""So hart es auch im ersten Moment sein mag, aber sei froh, dass Du diesen Menschen los bist.","Ein Fan schrieb ihr: ""Es mag im ersten Moment hart sein, aber sei froh, dass du diesen Menschen los bist."
497,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,"Ich wünsche Dir nach dieser Enttäuschung viel Glück.""","Ich wünsche dir viel Glück nach dieser Enttäuschung."""
498,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,"Alle sind mit-fühlend und wünschen ihr, dass es ihr bald besser geht.","Alle zeigen Mitgefühl und wünschen ihr, dass es ihr bald besser geht."
499,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Auf der Seite von Mesut Özil sieht es anders aus.,Auf Mesut Özils Seite ist die Situation anders.
500,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Viele Menschen sind sauer auf ihn. Sie schimpfen und sind wütend über die Trennung.,Viele Menschen sind wütend auf ihn und beschimpfen ihn im Internet.
501,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Man nennt das auch: Shit-Storm.,"Das nennt man auch ""Shitstorm""."
502,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Wenn Menschen jemanden im Internet beschimpfen.,
503,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,"Übersetzt heißt das ""Scheiß-Sturm"".",
504,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,"Auf seiner Seite wird zum Beispiel geschrieben: ""Du hast den tollsten Diamanten fallen lassen um irgendwelche Steine aufzuheben!!!!!!","Auf seiner Seite stehen Sätze wie: ""Du hast den tollsten Diamanten fallen lassen, um irgendwelche Steine aufzuheben!!!!!!"
505,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,"Arschloch!"" Oder: ""Du bist einfach das allerletzte!!","Arschloch!"" oder ""Du bist einfach das Allerletzte!!"
506,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,"So eine wie Mandy bekommst du nie wieder in deinem Leben.""","So eine wie Mandy wirst du nie wieder in deinem Leben finden."""
507,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Die Zeitungen hatten schon länger über eine Trennung geschrieben.,Schon länger hatten die Zeitungen über eine mögliche Trennung berichtet.
508,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Der 1. Hinweis war: Mandy Capristo hat alle Fotos von Mesut Özil von ihrer Internet-Seite gelöscht.,"Der erste Hinweis war, dass Mandy Capristo alle Fotos von Mesut Özil von ihrer Internetseite gelöscht hatte."
509,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Die beiden waren seit Anfang 2013 ein Paar.Mesut ÖzilEr war viele Jahre klang Fußball·profi. Er spielte zuletzt für die Mannschaft Başakşehir Istanbul. Und er war in der deutschen National·mannschaft.,"Die beiden waren seit Anfang 2013 ein Paar. Mesut Özil ist ein bekannter Fußballprofi, der zuletzt für die Mannschaft Başakşehir Istanbul gespielt hat und auch Teil der deutschen Nationalmannschaft war."
510,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Als Fußballer hat er viele Preise gewonnen. Zum Beispiel den Bambi.,"Er hat viele Preise gewonnen, wie zum Beispiel den Bambi und den Preis als Spieler des Jahres."
511,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Oder den Preis als Spieler des Jahres.Mesut Özil wurde in Deutschland geboren. Seine Eltern kommen aus der Türkei.Mesut Özil Vater kommt aus der türkischen Stadt Devrek. In der Stadt gibt es jetzt eine Mesut-Özil-Straße.Mesut Özil interessiert sich für Politik.,"Mesut Özil wurde in Deutschland geboren, seine Eltern stammen aus der Türkei. Interessanterweise hat die Stadt Devrek in der Türkei jetzt sogar eine Straße nach ihm benannt, da sein Vater aus dieser Stadt stammt."
512,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Er findet die Politik von Recep Erdogan gut. [ Recep Erdogan ist der türkische Präsident. Das heißt: Er ist Chef der Politik der Türkei. ]Mesut Özil streitet sich über Politik.In den Jahren 2009 bis 2018 war Mesut Özil in der deutschen National-Mannschaft.,"Özil hat auch ein Interesse an Politik gezeigt und unterstützt die Politik von Recep Erdogan, dem türkischen Präsidenten."
513,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Aber dann haben die deutschen Zeitungen viele Berichte über Mesut Özil geschrieben. Und über seine Unterstützung für Recep Erdogan. Darüber war Mesut Özil sauer. Darum will er nicht mehr in der deutschen National-Mannschaft spielen.Mesut Özil hat ein Buch geschrieben.,"Aufgrund von Berichten in deutschen Zeitungen und der Kritik an seiner Unterstützung für Erdogan hat Mesut Özil beschlossen, nicht mehr für die deutsche Nationalmannschaft zu spielen."
514,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,"Es heißt Die Magie des Spiels: Und was du brauchst, um deine Träume zu verwirklichen.Mesut Özil ist verheiratet.","Er hat auch ein Buch mit dem Titel ""Die Magie des Spiels: Und was du brauchst, um deine Träume zu verwirklichen"" geschrieben."
515,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Seine Frau heißt Amine Özil. Sie arbeitet in der Türkei als Model.,"Mesut Özil ist mit Amine Özil verheiratet, die als Model in der Türkei arbeitet."
516,LS_einfachstars_gpt7,/blog/16316-mesut-oezil-und-mandy-capristo-haben-sich-getrennt.html,,,Die beiden sind seit 2019 verheiratet. Sie haben 2 Töchter zusammen: Eda und Ela.,Das Paar ist seit 2019 verheiratet und hat zwei Töchter namens Eda und Ela.
517,LS_einfachstars_gpt7,/blog/16315-der-spanische-fussball-national-spieler-gerard-piqu-hat-aerger-mit-der-polizei.html,,,Gerard Piqué ist Profi-Fußball-Spieler. Er ist 27 Jahre alt und spielt bei der Mannschaft FC Barcelona. So sieht er aus: Jetzt hat Gerard Piqué Ärger mit der Polizei.,"Der Profi-Fußball-Spieler Gerard Piqué, der beim FC Barcelona spielt, hat Probleme mit der Polizei."
518,LS_einfachstars_gpt7,/blog/16315-der-spanische-fussball-national-spieler-gerard-piqu-hat-aerger-mit-der-polizei.html,,,Zusammen mit seinem Bruder hatte er ein Auto falsch geparkt. Auf einer Bus-Spur.,"Er und sein Bruder haben ihr Auto falsch geparkt, auf einer Bus-Spur."
519,LS_einfachstars_gpt7,/blog/16315-der-spanische-fussball-national-spieler-gerard-piqu-hat-aerger-mit-der-polizei.html,,,Deswegen kam eine Polizei-Streife. Sie hat den beiden Brüdern einen Straf-Zettel geschrieben.,Deshalb kam die Polizei und hat ihnen einen Strafzettel ausgestellt.
520,LS_einfachstars_gpt7,/blog/16315-der-spanische-fussball-national-spieler-gerard-piqu-hat-aerger-mit-der-polizei.html,,,Darüber wurde Gerard Piqué sauer. Er hat die Polizisten beschimpft. Und er hat den Straf-Zettel zerknüllt und weg-geworfen.,"Das hat Gerard Piqué sehr verärgert, also hat er die Polizisten beschimpft und den Strafzettel zerknüllt und weggeworfen."
521,LS_einfachstars_gpt7,/blog/16315-der-spanische-fussball-national-spieler-gerard-piqu-hat-aerger-mit-der-polizei.html,,,Dann haben die Polizisten ihn angezeigt. Weil er sie beschimpft hat.,"Daraufhin haben ihn die Polizisten angezeigt, weil er sie beleidigt hat."
522,LS_einfachstars_gpt7,/blog/16315-der-spanische-fussball-national-spieler-gerard-piqu-hat-aerger-mit-der-polizei.html,,,"Gerard Piqué findet das über-trieben. Er schreibt im Internet: ""Es tut mir leid. Ich habe mich nicht korrekt verhalten. So etwas wird nicht wieder vorkommen.""","Gerard Piqué findet das übertrieben und schreibt im Internet, dass es ihm leid tut und dass er sich nicht korrekt verhalten hat."
523,LS_einfachstars_gpt7,/blog/16315-der-spanische-fussball-national-spieler-gerard-piqu-hat-aerger-mit-der-polizei.html,,,Das alles passierte kurz nach einem Fußball-Spiel. Die spanische Mannschaft hatte 4:0 gewonnen.,"Das alles ist kurz nach einem Fußballspiel passiert, das die spanische Mannschaft mit 4:0 gewonnen hat."
524,LS_einfachstars_gpt7,/blog/16314-u2-saenger-bono-entschuldigt-sich-fuer-gratis-album.html,,,Bono ist Musiker.,
525,LS_einfachstars_gpt7,/blog/16314-u2-saenger-bono-entschuldigt-sich-fuer-gratis-album.html,,,Er ist Mitglied der Band U2.,
526,LS_einfachstars_gpt7,/blog/16314-u2-saenger-bono-entschuldigt-sich-fuer-gratis-album.html,,,Dort singt er und spielt Gitarre.,
527,LS_einfachstars_gpt7,/blog/16314-u2-saenger-bono-entschuldigt-sich-fuer-gratis-album.html,,,"Und er schreibt die Lieder. So sieht er aus: Anfang Oktober gab es ein neues Album der Band U2. Es heißt ""Songs of Innocence"".","Bono, a musician and member of the band U2, recently released a new album called ""Songs of Innocence."""
528,LS_einfachstars_gpt7,/blog/16314-u2-saenger-bono-entschuldigt-sich-fuer-gratis-album.html,,,"Übersetzt heißt das: ""Lieder der Unschuld"".",
529,LS_einfachstars_gpt7,/blog/16314-u2-saenger-bono-entschuldigt-sich-fuer-gratis-album.html,,,"Bono wollte, dass viele Leute die neue Musik hören. Die Firma Apple hat der Band ein Angebot gemacht: Sie wollten allen Apple-Kunden das neue Album schenken. Das sind mehr als 500 Millionen Menschen. Überall auf der Welt.","Bono wanted as many people as possible to hear the new music, so Apple made an offer to give the album to all of its customers, which amounts to over 500 million people around the world."
530,LS_einfachstars_gpt7,/blog/16314-u2-saenger-bono-entschuldigt-sich-fuer-gratis-album.html,,,U2 fand die Idee gut. Also hat Apple das Album verschenkt. Aber viele Kunden haben sich sehr gewundert: Apple hat nicht gefragt. Sie haben das Lied einfach auf die Computer ihrer Kunden kopiert.,"U2 liked the idea, so Apple distributed the album without asking for permission, copying the songs to customers' computers or phones."
531,LS_einfachstars_gpt7,/blog/16314-u2-saenger-bono-entschuldigt-sich-fuer-gratis-album.html,,,Oder auf die Handys.,
532,LS_einfachstars_gpt7,/blog/16314-u2-saenger-bono-entschuldigt-sich-fuer-gratis-album.html,,,"Darüber haben sich viele Menschen geärgert. Sie sagen: Wir wollen selbst bestimmen, welche Musik wir herunter-laden.","Many people were upset by this, feeling that they should have the choice of which music to download."
533,LS_einfachstars_gpt7,/blog/16314-u2-saenger-bono-entschuldigt-sich-fuer-gratis-album.html,,,"Deswegen hat Bono sich jetzt entschuldigt. Bei Facebook hat er geschrieben: ""Das tut mir leid. Ich hatte diese schöne Idee - vielleicht haben wir uns ein bisschen mitreißen lassen.""","In response, Bono posted an apology on Facebook, saying that he had a good intention but had perhaps gotten carried away."
534,LS_einfachstars_gpt7,/blog/16314-u2-saenger-bono-entschuldigt-sich-fuer-gratis-album.html,,,"Dabei ging es um ""etwas Größenwahn, ein Hauch Großzügigkeit, eine Prise Eigen-Werbung und eine tiefe Angst, dass die Songs, in die wir unser Leben in den letzten Jahren gesteckt haben, nicht gehört werden würden"".","He mentioned a combination of ambition, generosity, self-promotion, and a fear that the songs they had worked on for years would not be heard."
535,LS_einfachstars_gpt7,/blog/16312-bob-geldof-hat-schuld-gefuehle-wegen-des-todes-seiner-tochter.html,,,Bob Geldof ist Rock-Musiker.,Bob Geldof is a rock musician.
536,LS_einfachstars_gpt7,/blog/16312-bob-geldof-hat-schuld-gefuehle-wegen-des-todes-seiner-tochter.html,,,Er hat 3 Töchter. Eine davon lebt nicht mehr.,"He has three daughters, one of whom is no longer alive."
537,LS_einfachstars_gpt7,/blog/16312-bob-geldof-hat-schuld-gefuehle-wegen-des-todes-seiner-tochter.html,,,Seine Tochter Peaches hatte zu viele Drogen genommen. Daran ist sie gestorben. Sie ist 25 Jahre alt geworden.,"His daughter, Peaches, died from an overdose of drugs at the age of 25."
538,LS_einfachstars_gpt7,/blog/16312-bob-geldof-hat-schuld-gefuehle-wegen-des-todes-seiner-tochter.html,,,So sah sie aus: Bob Geldof denkt viel an den Tod seiner Tochter. Er hat Schuld-Gefühle.,Bob Geldof constantly thinks about the death of his daughter and feels guilty.
539,LS_einfachstars_gpt7,/blog/16312-bob-geldof-hat-schuld-gefuehle-wegen-des-todes-seiner-tochter.html,,,"Er sagt: Er geht es im Kopf ""immer und immer wieder durch.""",He says that he replays it in his mind over and over again.
540,LS_einfachstars_gpt7,/blog/16312-bob-geldof-hat-schuld-gefuehle-wegen-des-todes-seiner-tochter.html,,,"Er fragt sich: Was hätte er tun können? Er sagt: ""Du gibst dir selbst die Schuld. Du bist der Vater, der die Verantwortung trägt und eindeutig versagt hat.""",He wonders what he could have done differently and blames himself as a father for not fulfilling his responsibilities.
541,LS_einfachstars_gpt7,/blog/16312-bob-geldof-hat-schuld-gefuehle-wegen-des-todes-seiner-tochter.html,,,"Er hat gewusst, dass Peches Drogen nimmt. Er sagt: ""Wir haben mehr getan, als nur darüber zu sprechen."" Trotzdem konnte er ihr nicht helfen.","He was aware that Peaches was using drugs, and although they did more than just talk about it, he was unable to help her."
542,LS_einfachstars_gpt7,/blog/16312-bob-geldof-hat-schuld-gefuehle-wegen-des-todes-seiner-tochter.html,,,Auch die Mutter von Peches Geldof hat zu viele Drogen genommen. Sie ist auch daran gestorben. Bob Geldof sagt: Das hat Peaches nie richtig verarbeitet.,"Peaches' mother also died from a drug overdose, and Bob Geldof believes that Peaches never properly dealt with this loss."
543,LS_einfachstars_gpt7,/blog/16311-sienna-miller-freut-sich-nach-der-baby-pause-wieder-filme-zu-drehen.html,,,Sienna Miller ist Schauspielerin. Sie ist 32 Jahre alt.,Sienna Miller is an actress who is currently 32 years old.
544,LS_einfachstars_gpt7,/blog/16311-sienna-miller-freut-sich-nach-der-baby-pause-wieder-filme-zu-drehen.html,,,"So sieht sie aus: 2012 hat Sienna Miller ein Baby bekommen. Zusammen mit ihrem Mann, dem Schauspieler Tom Sturridge.","In 2012, she had a baby together with her husband, actor Tom Sturridge."
545,LS_einfachstars_gpt7,/blog/16311-sienna-miller-freut-sich-nach-der-baby-pause-wieder-filme-zu-drehen.html,,,Die Tochter der beiden heißt Marlowe und ist jetzt 2 Jahre alt.,Their daughter's name is Marlowe and she is now 2 years old.
546,LS_einfachstars_gpt7,/blog/16311-sienna-miller-freut-sich-nach-der-baby-pause-wieder-filme-zu-drehen.html,,,Sienna Miller hat eine Weile keine Filme gedreht. Sie hat eine Baby-Pause gemacht.,"After the birth of her daughter, Sienna Miller took a break from acting for some time."
547,LS_einfachstars_gpt7,/blog/16311-sienna-miller-freut-sich-nach-der-baby-pause-wieder-filme-zu-drehen.html,,,,She wanted to focus on being a mother.
548,LS_einfachstars_gpt7,/blog/16311-sienna-miller-freut-sich-nach-der-baby-pause-wieder-filme-zu-drehen.html,,,Jetzt steht sie wieder vor der Kamera. Darüber ist sie froh.,"However, she is now back in front of the camera and she is happy about it."
549,LS_einfachstars_gpt7,/blog/16311-sienna-miller-freut-sich-nach-der-baby-pause-wieder-filme-zu-drehen.html,,,"Sie sagt: ""Ich habe ein Jahr lang nicht gearbeitet, nachdem meine Tochter geboren wurde, und ich wollte mich in diesem Jahr wirklich an die Arbeit machen und viel auf die Reihe kriegen.""","She says, ""I didn't work for a year after my daughter was born, and I really wanted to get back to work and accomplish a lot this year."""
550,LS_einfachstars_gpt7,/blog/16311-sienna-miller-freut-sich-nach-der-baby-pause-wieder-filme-zu-drehen.html,,,2015 kommen mehrere Filme mit Sienna Miller ins Kino.,"In 2015, several movies starring Sienna Miller will be released in cinemas."
551,LS_einfachstars_gpt7,/blog/16313-karl-dall-muss-vor-gericht.html,,,Karl Dall ist Fernseh-Moderator und Komiker.,Karl Dall ist eine bekannte Fernsehpersönlichkeit und Comedian.
552,LS_einfachstars_gpt7,/blog/16313-karl-dall-muss-vor-gericht.html,,,Er ist 73 Jahre alt. So sieht er aus:,Mit seinen 73 Jahren ist er immer noch aktiv und in der Öffentlichkeit präsent.
553,LS_einfachstars_gpt7,/blog/16313-karl-dall-muss-vor-gericht.html,,,Am 9. Dezember muss Karl Dall zu einer Gerichts-Verhandlung.,Allerdings steht Karl Dall am 9. Dezember vor Gericht.
554,LS_einfachstars_gpt7,/blog/16313-karl-dall-muss-vor-gericht.html,,,In Zürich. Es gibt schwer Vorwürfe gegen ihn.,Die Verhandlung findet in Zürich statt und es werden ihm schwere Vorwürfe gemacht.
555,LS_einfachstars_gpt7,/blog/16313-karl-dall-muss-vor-gericht.html,,,Er soll eine Frau vergewaltigt haben.,"Es wird behauptet, dass er eine Frau vergewaltigt haben soll."
556,LS_einfachstars_gpt7,/blog/16313-karl-dall-muss-vor-gericht.html,,,"Der Vorwurf ist: Am 6, September 2013 war Karl Dall in einem Hotel-Zimmer in Zürich.",Der Vorfall soll am 6. September 2013 in einem Hotelzimmer in Zürich stattgefunden haben.
557,LS_einfachstars_gpt7,/blog/16313-karl-dall-muss-vor-gericht.html,,,Eine Frau sagt: Dort hat er sie zum Sex gezwungen. Und sie sagt: Danach hat er sie bedroht.,"Die Frau behauptet, dass Karl Dall sie dort zum Sex gezwungen habe und sie danach bedroht habe."
558,LS_einfachstars_gpt7,/blog/16313-karl-dall-muss-vor-gericht.html,,,Er hat ihr eine E-Mail geschrieben. Darin stand: Sie darf niemandem von der Vergewaltigung erzählen.,"Er habe ihr eine E-Mail geschrieben, in der er sie angewiesen habe, niemandem von der Vergewaltigung zu erzählen."
559,LS_einfachstars_gpt7,/blog/16313-karl-dall-muss-vor-gericht.html,,,Sonst würde er Geheimnisse über ihr Privat-Leben weiter-erzählen. Zum Beispiel bei ihrer Chefin.,"Andernfalls würde er Geheimnisse aus ihrem Privatleben verraten, zum Beispiel an ihre Vorgesetzten."
560,LS_einfachstars_gpt7,/blog/16313-karl-dall-muss-vor-gericht.html,,,Karl Fall sagt: Das stimmt nicht. Die Vorwürfe sind falsch.,"Karl Dall bestreitet die Vorwürfe vehement und sagt, dass sie nicht wahr seien."
561,LS_einfachstars_gpt7,/blog/16313-karl-dall-muss-vor-gericht.html,,,Die Frau ist Journalistin. Sie lebt in der Schweiz.,"Die Frau, die ihn angezeigt hat, ist Journalistin und lebt in der Schweiz."
